,score,methods
0,0.0011646391252664134,CN
1,0.001089736765375229,JS
2,0.0009681006438476162,AA
3,0.001345292569761241,AS
4,0.004565470171170213,DP
5,0.0009327909609205398,RA
6,0.005978102184830425,L3
7,0.0017327712844636709,katz
8,0.0013409154434005659,NR
9,0.001284725363235468,SR
10,0.002034752999786584,RPR
11,0.000891693978835334,my
