,score,methods
0,0.004012658260312659,CN
1,0.002962613250474617,JS
2,0.0038882419676015555,AA
3,0.0022619926038182727,AS
4,0.005333081976672078,DP
5,0.0038363884972934447,RA
6,0.0038969900783379593,L3
7,0.0041457093681180526,katz
8,0.004025314954223698,NR
9,0.0031263089658211166,SR
10,0.004543608291364971,RPR
11,0.004073531850351039,my
