,score,methods
0,0.0015864220499541063,CN
1,0.000438369245755209,JS
2,0.0017992182262733347,AA
3,0.00021161136665923862,AS
4,0.002060863854231247,DP
5,0.001727823432555624,RA
6,0.0022359084981963665,L3
7,0.001585207141450659,katz
8,0.0024102888146580285,NR
9,0.0002530822581504279,SR
10,0.002343000827345574,RPR
11,0.0017189534743668137,my
