,score,methods
0,0.5852309679718475,CN
1,0.533148915319168,JS
2,0.5813412624170341,AA
3,0.4981037017239075,AS
4,0.689171455298677,DP
5,0.5797443093233553,RA
6,0.727569156755312,L3
7,0.6454888859191944,katz
8,0.6560568399483274,NR
9,0.4851601407635085,SR
10,0.6710873535569513,RPR
11,0.7319341618780347,my
