,score,methods
0,0.08128294052663802,CN
1,0.04561434164719913,JS
2,0.08966363833830583,AA
3,0.029197442178975054,AS
4,0.05909851409734111,DP
5,0.08667077065246498,RA
6,0.054014829016433244,L3
7,0.08173418950486752,katz
8,0.08889656942628126,NR
9,0.0325564487856024,SR
10,0.08648089258302909,RPR
11,0.08684867526270065,my
