,score,methods
0,0.0003999149350888335,CN
1,1.0228624150069022e-05,JS
2,0.00034933360499817304,AA
3,3.7609318671087666e-06,AS
4,0.0007155194602047234,DP
5,0.0003102290293063942,RA
6,0.0007304908021487586,L3
7,0.0004891512063470879,katz
8,0.0005389731682689678,NR
9,4.382435391239343e-06,SR
10,0.0005352420234702272,RPR
11,0.0007091570129135575,my
