,score,methods
0,0.8347552229497972,CN
1,0.8011492716824803,JS
2,0.8541672234843423,AA
3,0.7340384872377388,AS
4,0.7261566216757985,DP
5,0.8547913047351775,RA
6,0.6428740701144816,L3
7,0.8305857721947526,katz
8,0.8449329591518554,NR
9,0.750768408392356,SR
10,0.8232642879415566,RPR
11,0.855126731702971,my
