,score,methods
0,0.029168988509467635,CN
1,0.015323680599462779,JS
2,0.029580586458390686,AA
3,0.013083638432797568,AS
4,0.04211186502205566,DP
5,0.02816343316006071,RA
6,0.04702343162457193,L3
7,0.03590941648145605,katz
8,0.03771266454937943,NR
9,0.01294634032769374,SR
10,0.037810968978530146,RPR
11,0.04753637502826148,my
