,score,methods
0,0.6885404503795014,CN
1,0.6497060288670268,JS
2,0.6957820607065709,AA
3,0.6252315974295306,AS
4,0.837926559132152,DP
5,0.6979888810986742,RA
6,0.8577005647509268,L3
7,0.8048934552729176,katz
8,0.8308818795924844,NR
9,0.5358919625019267,SR
10,0.8170286742366601,RPR
11,0.8592122343485014,DLP
