,score,methods
0,0.6271623353815136,CN
1,0.6230956258353518,JS
2,0.6318927647694772,AA
3,0.5948008612392174,AS
4,0.5880229359681414,DP
5,0.6329148020928843,RA
6,0.5764719298965874,L3
7,0.6258700203905685,katz
8,0.6255315460794912,NR
9,0.5971722341585356,SR
10,0.6163658259548671,RPR
11,0.6326148737107641,my
