,score,methods
0,0.0022339660440436576,CN
1,0.0021603151452172765,JS
2,0.0021103239846853145,AA
3,0.0018862499024816547,AS
4,0.001771777600452116,DP
5,0.0019999194162781562,RA
6,0.0018539549472699642,L3
7,0.0022601886437731574,katz
8,0.001972214138488471,NR
9,0.0019094638066958678,SR
10,0.0020153827850278513,RPR
11,0.0018797350002155706,my
