,score,methods
0,0.001848675967546401,CN
1,0.001968848109166789,JS
2,0.0018993754946280566,AA
3,0.0020609884577175506,AS
4,0.0022418867210611416,DP
5,0.0019222110881619513,RA
6,0.0026668396685019216,L3
7,0.0019759012629606103,katz
8,0.0020876495734420708,NR
9,0.002045128690588691,SR
10,0.00214688247664654,RPR
11,0.0019666872846269908,my
