,score,methods
0,0.0002835032634229074,CN
1,0.0001688756713942411,JS
2,0.00026890868986150076,AA
3,4.1664024284198316e-05,AS
4,0.0003181882349806889,DP
5,0.0002555371500361287,RA
6,0.00037441674073212784,L3
7,0.0002963179556700748,katz
8,0.0003147042360229242,NR
9,4.198738448432857e-05,SR
10,0.00034662070426417287,RPR
11,0.00036879939200764315,my
