,score,methods
0,0.5725076293569444,CN
1,0.5469945579534621,JS
2,0.5707926776419926,AA
3,0.49948293715417,AS
4,0.6110056610056611,DP
5,0.5698969979791898,RA
6,0.6113096948713386,L3
7,0.5833928628449175,katz
8,0.5941578968976227,NR
9,0.5022192419452693,SR
10,0.6016230344997467,RPR
11,0.6088048937364006,my
