,score,methods
0,0.6665888830551181,CN
1,0.5916232606334363,JS
2,0.6678756660717807,AA
3,0.46692793626188617,AS
4,0.6285335090607985,DP
5,0.6686739303066778,RA
6,0.624844125214153,L3
7,0.6612956289182007,katz
8,0.6502151153399996,NR
9,0.48900350065937487,SR
10,0.6251814917864871,RPR
11,0.668585421684404,my
