,score,methods
0,0.0005156385364804087,CN
1,0.000532109647113641,JS
2,0.0005149289742630302,AA
3,0.0005006058132371688,AS
4,0.0004870683394209547,DP
5,0.000507649404029775,RA
6,0.00048693853637381485,L3
7,0.0005301538401446118,katz
8,0.0005210551097777714,NR
9,0.0005272684075522397,SR
10,0.0004869812961243351,RPR
11,0.0004826935379935524,my
