,score,methods
0,0.13310565093195825,CN
1,0.07110638949489584,JS
2,0.13384762174386117,AA
3,0.049334930670184074,AS
4,0.12115770404617685,DP
5,0.13424871550545664,RA
6,0.11797539478115142,L3
7,0.13089234968687324,katz
8,0.1276560133011899,NR
9,0.05055741961514174,SR
10,0.11912441855466095,RPR
11,0.13421319967322565,my
