,score,methods
0,0.000524038830059331,CN
1,0.0004948200655527488,JS
2,0.0005172705071711059,AA
3,0.0005479018995833906,AS
4,0.0004936236004687318,DP
5,0.000504311483260127,RA
6,0.0004715100132000129,L3
7,0.0005228414394943921,katz
8,0.0004909380734748155,NR
9,0.0005036479607821103,SR
10,0.00043390778647982314,RPR
11,0.0005033498262188685,my
