,score,methods
0,0.0005217278540201892,CN
1,4.760303781995119e-05,JS
2,0.0005085304282440769,AA
3,2.0935010545473286e-05,AS
4,0.0004963236663960085,DP
5,0.0005043334969523609,RA
6,0.0004722153558968771,L3
7,0.0005155331098439489,katz
8,0.0005034065884035815,NR
9,1.88844066662073e-05,SR
10,0.0005032548304739051,RPR
11,0.0005043671112716789,my
