,score,methods
0,0.11701127418324077,CN
1,0.04379302903617029,JS
2,0.11812952739763513,AA
3,0.03357988060217535,AS
4,0.17013404800666723,DP
5,0.11948839228107992,RA
6,0.17188391228545763,L3
7,0.14491938485366054,katz
8,0.16263400793530416,NR
9,0.03421744589037919,SR
10,0.1655341399357311,RPR
11,0.171819591522256,my
