,score,methods
0,0.894122373,CN
1,0.874791515,JS
2,0.899365785,AA
3,0.79944375,AS
4,0.826322586,DP
5,0.901649021,RA
6,0.897412248,L3
7,0.888128054,katz
8,0.910920711,NR
9,0.806387409,SR
10,0.89945103,RPR
11,0.913227124,my
