,score,methods
0,0.22659647727688265,CN
1,0.08481496196572363,JS
2,0.22490389164636215,AA
3,0.06406878146626979,AS
4,0.23184400571010505,DP
5,0.22174420182221263,RA
6,0.2182781770033182,L3
7,0.21997847182969757,katz
8,0.3726174990310597,NR
9,0.0656879482961304,SR
10,0.21253230812616655,RPR
11,0.39115060617035763,my
