,score,methods
0,0.8169915111726958,CN
1,0.7511089960044663,JS
2,0.8259132552163911,AA
3,0.7042050300673994,AS
4,0.8512487387835819,DP
5,0.8238035428409992,RA
6,0.8729307726716263,L3
7,0.8624070651662116,katz
8,0.9010788192996382,NR
9,0.6553862349158516,SR
10,0.870592569921838,RPR
11,0.9058492863196695,my
