,score,methods
0,0.8838413625173208,CN
1,0.8237121130588031,JS
2,0.9006874470289105,AA
3,0.7834695559172911,AS
4,0.8243260395786528,DP
5,0.8995905082534001,RA
6,0.8804006800478926,L3
7,0.8964414694684729,katz
8,0.9343958605195539,NR
9,0.7404958766631241,SR
10,0.9106227718509949,RPR
11,0.9424156498459634,my
