,score,methods
0,0.0010342851447999633,CN
1,2.1054200325543387e-05,JS
2,0.000903279841227838,AA
3,4.018401210446807e-06,AS
4,0.0014548798866314133,DP
5,0.00082087594698624,RA
6,0.001080508828379603,L3
7,0.0010099270821973465,katz
8,0.0018285766340583197,NR
9,9.558916962327135e-06,SR
10,0.00028105107052311793,RPR
11,0.0018933079664778677,my
