,score,methods
0,0.00010487800473838695,CN
1,0.00011814799326485744,JS
2,0.0001182521690306285,AA
3,7.475786711707914e-05,AS
4,0.00040096423136957223,DP
5,0.00011968923595952313,RA
6,0.00026997467484451407,L3
7,0.00013990171837251523,katz
8,8.416574016997149e-05,NR
9,0.0004429756749780422,SR
10,9.910823844852064e-05,RPR
11,5.8821158154375966e-05,my
